Text,Value
i don t feel rejected or abandoned which speaks volumes to the expansion of my self worth,0
i am feeling regretful and i apologise,0
i am feeling so much love for my own mother and appreciative of all that she has done for me,1
im so damn tired and i feel a little grouchy,3
i feel so contented just by relieving the scene in my mind,1
i think one asset that makes you guys stand out from other bands is that your musicianship especially on the latest record hits the next level and i feel this is why you are accepted in so many genres especially the hardcore scene,2
i imagine is how this woman at the breast clinic had been feeling and how unfortunate that something like this did happen for her,0
i tried to answer as generally as i could but ive been struggling with my work lately and feeling pretty morose,0
i may feel relieved or satisfied but i am probably not having fun,1
i feel like this way i would be less bothered,3
i cant help feeling ugly,0
i questioned myself wondering why didnt i feel jubilant,1
i may resurrect when im feeling more generous i did an all too lengthy series on a history of my celebrity crushes,1
im old enough that graduation and yk feels like just yesterday i find myself a bit stunned by this,5
i wonder if am i alone in the fact that i am able to identify my destructive behaviors yet feel doomed to repeat them,0
i am small people think i should feel amazing in a bathing suit,1
a father of children killed in an accident,0
i feel bad for anyone who has ever had to watch a game with me,0
i want to feel all year long that lovely warm tingle that october brings,2
i feel stubborn and strong and ready to fight this disease,3
